"season"	"county"	"locality"	"birds_seen"	"variety_seen"	"birder_count"	"avg_birds_seen"	"seen_rank"	"variety_rank"	"score"	"hot_spot_rank"	"latitude"	"longitude"
"206"	"Fall"	"lincoln"	"Mark Hatfield Marine Science Center and Estuary Trail"	722511	189	626	1154.17092651757	11	1	88	2	44.6231604	-124.0434766
"207"	"Fall"	"lincoln"	"Ona Beach SP"	70872	172	230	308.139130434783	36	2	62	8	44.5213563	-124.0740108
"208"	"Fall"	"lincoln"	"Siletz Bay--Salishan Nature Trail"	158710	171	181	876.850828729282	16	3	81	4	44.8908168	-124.0253448
"209"	"Fall"	"lincoln"	"Yaquina Bay--Idaho Flats"	60315	126	40	1507.875	4	10	86	3	44.6149166	-124.0411806
"210"	"Fall"	"lincoln"	"Yaquina Bay--Sally's Bend-LNG Facility"	105979	136	171	619.760233918129	22	8	70	6	44.6262136	-124.0254092
"211"	"Fall"	"linn"	"Belts Dr."	16547	83	23	719.434782608696	8	7	85	4	44.3027215	-123.0264473
"212"	"Fall"	"linn"	"Bowers Rocks State Park"	1404	62	2	702	9	14.5	76.5	9	44.6293777	-123.1591415
"213"	"Fall"	"linn"	"Brownsville Sewage Ponds (restricted/no access)"	9789	75	14	699.214285714286	10	9.5	80.5	8	44.3930703	-122.9994965
"214"	"Fall"	"linn"	"Cheadle Lake"	26551	103	40	663.775	11	3	86	3	44.5172866	-122.8906417
"215"	"Fall"	"linn"	"Eicher Rd. Quarry (no longer accessible; all viewpoints are on private property)"	16631	65	12	1385.91666666667	4	13	83	6	44.6147298	-123.015721
"216"	"Fall"	"linn"	"Foster Reservoir--Shea Viewpoint"	20268	94	37	547.783783783784	15	4	81	7	44.4107194	-122.6536149
"217"	"Fall"	"linn"	"Gap Rd. Rice Ponds"	6022	70	6	1003.66666666667	5	11	84	5	44.3642376	-122.9857635
"218"	"Fall"	"linn"	"Oak Creek Greenbelt Trail"	7469	84	5	1493.8	2	6	92	1.5	44.5992674	-123.1185135
"219"	"Fall"	"linn"	"Talking Water Gardens"	134388	133	168	799.928571428571	7	1	92	1.5	44.6444396	-123.0718371
"220"	"Fall"	"linn"	"William L. Finley NWR--Snag Boat Bend Wildlife Area"	7336	110	30	244.533333333333	24	2	74	10	44.4257811	-123.2115311
"221"	"Fall"	"malheur"	"Antelope Reservoir"	2984	69	13	229.538461538462	9	3	88	5	42.9043251	-117.2354507
"222"	"Fall"	"malheur"	"Beck-Kiwanis Park"	3249	56	19	171	11	6	83	8	44.0374113	-116.9688606
"223"	"Fall"	"malheur"	"Beulah Reservoir"	7811	74	11	710.090909090909	5	2	93	3	43.9293696	-118.1549978
"224"	"Fall"	"malheur"	"Bully Creek Reservoir"	10031	79	10	1003.1	3	1	96	1	44.0305928	-117.4175835
"225"	"Fall"	"malheur"	"Juntura (town)"	1243	45	7	177.571428571429	10	8.5	81.5	9	43.7466536	-118.0804334
"226"	"Fall"	"malheur"	"Malheur Reservoir"	5736	63	7	819.428571428571	4	5	91	4	44.3628877	-117.6931
"227"	"Fall"	"malheur"	"Ontario Sewage Ponds (restricted access)"	15927	64	7	2275.28571428571	1	4	95	2	44.0417458	-117.0024526
"228"	"Fall"	"malheur"	"Pole Creek Reservoir"	3081	45	5	616.2	6	8.5	85.5	7	44.2523497	-117.56001
"229"	"Fall"	"malheur"	"Vale (town)"	691	29	3	230.333333333333	8	15.5	76.5	10	43.9829574	-117.2431259
"230"	"Fall"	"malheur"	"Vale Waste Treatment Plant (restricted access)"	2309	38	2	1154.5	2	12	86	6	43.987551	-117.226334
"231"	"Fall"	"marion"	"Ankeny NWR"	243259	151	125	1946.072	2	2	96	1.5	44.7842	-123.0767
"232"	"Fall"	"marion"	"Ankeny NWR--Eagle Marsh"	404751	146	369	1096.88617886179	6	3	91	3	44.7967032	-123.0813789
"233"	"Fall"	"marion"	"Ankeny NWR--Pintail Marsh"	688052	160	407	1690.54545454545	3	1	96	1.5	44.7762488	-123.0898891
"234"	"Fall"	"marion"	"Cascade Hwy. ponds (west of Oregon Garden fence)"	10410	87	1	10410	1	17	82	5	44.9953515	-122.7959812
"235"	"Fall"	"marion"	"Cascades Gateway City Park"	25562	95	40	639.05	13	11	76	9	44.9127602	-122.9909992
"236"	"Fall"	"marion"	"Fairview Wetlands"	56052	100	38	1475.05263157895	4	7	89	4	44.895153	-123.004434
"237"	"Fall"	"marion"	"Keizer Rapids Park"	22766	91	24	948.583333333333	8	14.5	77.5	7	44.990908	-123.057667
"238"	"Fall"	"marion"	"Minto-Brown Island Park"	74695	137	135	553.296296296296	19	4	77	8	44.924703	-123.0618095
"239"	"Fall"	"marion"	"Staats Lake"	44641	84	36	1240.02777777778	5	19.5	75.5	10	45.0055628	-123.0332708
"240"	"Fall"	"marion"	"Willamette Mission SP"	32741	114	54	606.314814814815	16	6	78	6	45.0792786	-123.0459309
"241"	"Fall"	"morrow"	"Boardman Marina and RV Park"	46513	105	60	775.216666666667	4	2	94	2.5	45.8446728	-119.7066665
"242"	"Fall"	"morrow"	"Boardman Sewage Ponds"	7748	55	16	484.25	5	7	88	5	45.8474044	-119.6485174
"243"	"Fall"	"morrow"	"Irrigon Marina Park"	10469	64	11	951.727272727273	3	5.5	91.5	4	45.9008315	-119.4925565
"244"	"Fall"	"morrow"	"Irrigon Wildlife Viewing Area"	4517	53	14	322.642857142857	7	8	85	7	45.9056513	-119.4445395
"245"	"Fall"	"morrow"	"Paterson Ferry Rd."	1817	35	4	454.25	6	10	84	8	45.9156773	-119.5584154
"246"	"Fall"	"morrow"	"Quesna County Park"	3464	64	25	138.56	11	5.5	83.5	9	45.8115652	-119.9683642
"247"	"Fall"	"morrow"	"Threemile Canyon Road and Ponds"	2096	47	9	232.888888888889	8	9	83	10	45.801623	-119.953362
"248"	"Fall"	"morrow"	"Umatilla NWR (Oregon)"	191883	122	44	4360.97727272727	1	1	98	1	45.9049415	-119.5731354
"249"	"Fall"	"morrow"	"Umatilla NWR--McCormack Slough"	15073	65	15	1004.86666666667	2	4	94	2.5	45.8918422	-119.5853019
"250"	"Fall"	"morrow"	"Willow Creek Reservoir (Morrow Co.)"	2067	71	14	147.642857142857	10	3	87	6	45.3427134	-119.5435904
"251"	"Fall"	"multnomah"	"Delta Park West--Columbia Slough Trail"	103923	123	22	4723.77272727273	2	19	79	3	45.5952502	-122.7029564
"252"	"Fall"	"multnomah"	"Heron Lakes Golf Club"	77755	102	38	2046.18421052632	7	31	62	10	45.604677	-122.7018804
"253"	"Fall"	"multnomah"	"Heron Lakes Golf Club--Force Lake"	341375	158	399	855.576441102757	33	3	64	8.5	45.604911	-122.6953554
"254"	"Fall"	"multnomah"	"Sauvie Island (Multnomah Co.)"	484010	160	142	3408.52112676056	3	2	95	1	45.6630067	-122.8092957
"255"	"Fall"	"multnomah"	"Sauvie Island--NW Oak Island Rd."	211055	121	105	2010.04761904762	9	21	70	6	45.6988121	-122.8357109
"256"	"Fall"	"multnomah"	"Sauvie Island--Oak Island (Multnomah Co.)"	115182	137	82	1404.65853658537	16	10	74	4	45.7144802	-122.8207541
"257"	"Fall"	"multnomah"	"Sauvie Island--Raccoon Point"	413089	130	264	1564.73106060606	15	14	71	5	45.6916122	-122.8055191
"258"	"Fall"	"multnomah"	"Sauvie Island--Sturgeon Lake J2 Viewpoint"	76549	101	25	3061.96	4	32	64	8.5	45.72045	-122.791618
"259"	"Fall"	"multnomah"	"Smith and Bybee Lakes Wetlands Natural Area"	270995	156	112	2419.59821428571	6	4	90	2	45.6203	-122.7456
"260"	"Fall"	"multnomah"	"Vanport Wetlands"	124851	140	123	1015.0487804878	22	8.5	69.5	7	45.598966	-122.6880813
"261"	"Fall"	"polk"	"Baskett Slough NWR"	227247	139	159	1429.22641509434	2	1	97	1	44.9614021	-123.257246
"262"	"Fall"	"polk"	"Baskett Slough NWR--Coville Rd."	63939	95	71	900.549295774648	8	7	85	5	44.9623003	-123.2454142
"263"	"Fall"	"polk"	"Baskett Slough NWR--Hwy 22 Overlook"	92603	60	68	1361.80882352941	3	23	74	9.5	44.9524592	-123.2691262
"264"	"Fall"	"polk"	"Baskett Slough NWR--Smithfield Rd."	32684	100	51	640.862745098039	12	6	82	7	44.9835216	-123.2574606
"265"	"Fall"	"polk"	"Baskett Slough NWR--The Narrows and Cottonwood Pond"	144249	105	125	1153.992	4	4	92	2	44.9592377	-123.2700262
"266"	"Fall"	"polk"	"Farmer Rd."	24744	83	41	603.512195121951	14	12	74	9.5	44.9689481	-123.205694
"267"	"Fall"	"polk"	"Fishback Hill"	9143	78	8	1142.875	5	16	79	8	44.8382822	-123.2991743
"268"	"Fall"	"polk"	"Livermore Rd."	127893	123	141	907.042553191489	7	2	91	3	45.0097499	-123.2535124
"269"	"Fall"	"polk"	"Monmouth Sewage Ponds (restricted access)"	38579	111	46	838.673913043478	9	3	88	4	44.8570857	-123.2194376
"270"	"Fall"	"polk"	"Salemtowne Retirement Community Campus"	19288	87	18	1071.55555555556	6	10	84	6	44.9770562	-123.068338
"271"	"Fall"	"sherman"	"Biggs Grain Elevators"	11355	50	26	436.730769230769	2	8	90	4.5	45.6693047	-120.8430004
"272"	"Fall"	"sherman"	"Biggs--Rufus Frontage Rd. Ponds"	2494	67	31	80.4516129032258	9	6	85	8	45.6813591	-120.7830334
"273"	"Fall"	"sherman"	"Cottonwood Canyon SP (Sherman Co.)"	2227	81	35	63.6285714285714	10	3	87	6	45.4783087	-120.4681778
"274"	"Fall"	"sherman"	"Cottonwood Canyon SP--Lone Tree Campground"	869	64	22	39.5	13	7	80	10	45.4828524	-120.4626095
"275"	"Fall"	"sherman"	"Deschutes River State Recreation Area"	46280	152	185	250.162162162162	3	1	96	2	45.6306103	-120.9078884
"276"	"Fall"	"sherman"	"John Day Dam--Boat Ramp"	6354	80	37	171.72972972973	6	4	90	4.5	45.7040964	-120.7229555
"277"	"Fall"	"sherman"	"John Day Dam--Spillway Area"	56564	106	82	689.80487804878	1	2	97	1	45.7101351	-120.6945992
"278"	"Fall"	"sherman"	"Macks Canyon"	627	45	3	209	5	9	86	7	45.388957	-120.8755195
"279"	"Fall"	"sherman"	"Rockbeach Ln."	5241	70	25	209.64	4	5	91	3	45.6944531	-120.7452607
"280"	"Fall"	"sherman"	"Rufus Sewage Ponds (restricted access)"	1362	38	16	85.125	8	10	82	9	45.691884	-120.745356
"281"	"Fall"	"tillamook"	"Bayocean Spit"	40141	156	61	658.049180327869	14	3	83	2.5	45.553569	-123.9435911
"282"	"Fall"	"tillamook"	"Bayocean Spit--bay (east) side"	255883	175	232	1102.94396551724	4	2	94	1	45.5217439	-123.9484406
"283"	"Fall"	"tillamook"	"Cape Meares SP--Lighthouse"	90877	108	102	890.950980392157	7	21	72	10	45.4864324	-123.9774492
"284"	"Fall"	"tillamook"	"Goose Point"	25972	104	16	1623.25	1	23.5	75.5	8	45.5085881	-123.8872687
"285"	"Fall"	"tillamook"	"Kilchis Point Reserve"	72171	135	87	829.551724137931	10	11	79	5	45.50958	-123.8802052
"286"	"Fall"	"tillamook"	"Manzanita"	11493	145	17	676.058823529412	13	7.5	79.5	4	45.7174277	-123.9336348
"287"	"Fall"	"tillamook"	"Nehalem Meadows"	38270	130	46	831.95652173913	9	13	78	7	45.7148777	-123.8854755
"288"	"Fall"	"tillamook"	"Nehalem Sewage Ponds"	90164	142	106	850.603773584906	8	9	83	2.5	45.7161882	-123.8876724
"289"	"Fall"	"tillamook"	"Tillamook Bay"	41604	113	31	1342.06451612903	3	18.5	78.5	6	45.5106777	-123.9123917
"290"	"Fall"	"tillamook"	"Tillamook Bay--Fenk Rd."	67348	128	95	708.926315789474	12	15	73	9	45.4604994	-123.8715899
"291"	"Fall"	"umatilla"	"Cold Springs NWR"	382850	145	85	4504.11764705882	1	1	98	1	45.8502011	-119.1532407
"292"	"Fall"	"umatilla"	"Cold Springs NWR--Memorial Marsh Unit"	8710	33	4	2177.5	3	17.5	79.5	9	45.849478	-119.141444
"293"	"Fall"	"umatilla"	"Hat Rock SP"	26436	101	43	614.790697674419	9	6	85	6.5	45.9162882	-119.1631222
"294"	"Fall"	"umatilla"	"McNary Beach Recreation Area"	28963	82	56	517.196428571429	13	8	79	10	45.9304264	-119.2723846
"295"	"Fall"	"umatilla"	"McNary Dam (OR)"	34339	112	61	562.934426229508	11	4	85	6.5	45.932289	-119.3023288
"296"	"Fall"	"umatilla"	"McNary Dam--Nature Trail"	63329	124	56	1130.875	7	3	90	3.5	45.9284683	-119.3115234
"297"	"Fall"	"umatilla"	"McNary Wildlife Nature Area"	92650	135	80	1158.125	6	2	92	2	45.9286872	-119.3130684
"298"	"Fall"	"umatilla"	"Sand Station Recreation Area"	13892	59	19	731.157894736842	8	11.5	80.5	8	45.9223304	-119.1188014
"299"	"Fall"	"umatilla"	"Umatilla Marina Park"	77732	81	26	2989.69230769231	2	9	89	5	45.9239464	-119.3308032
"300"	"Fall"	"umatilla"	"Warehouse Beach Recreation Area"	36402	110	31	1174.25806451613	5	5	90	3.5	45.9212418	-119.1412541
"301"	"Fall"	"union"	"Cattle Lake"	2565	62	11	233.181818181818	10	10.5	79.5	9	45.1172335	-117.8359075
"302"	"Fall"	"union"	"La Grande Sewage Ponds"	431798	147	80	5397.475	1	1	98	1	45.2869651	-118.0295563
"303"	"Fall"	"union"	"Ladd Marsh WMA"	2895	71	23	125.869565217391	14	7	79	10	45.2585762	-118.0359077
"304"	"Fall"	"union"	"Ladd Marsh WMA--Foothill Rd. overlook"	6909	49	16	431.8125	5	13	82	7.5	45.2644287	-118.0429535
"305"	"Fall"	"union"	"Ladd Marsh WMA--Schoolhouse Pond"	4125	86	14	294.642857142857	7	4	89	5	45.270481	-117.9520051
"306"	"Fall"	"union"	"Morgan Lake"	13304	125	34	391.294117647059	6	3	91	3.5	45.2999306	-118.1369305
"307"	"Fall"	"union"	"Rhinehart Canyon"	3167	79	20	158.35	12	6	82	7.5	45.5152488	-117.9260445
"308"	"Fall"	"union"	"Thief Valley Reservoir (Union Co.)"	55340	145	24	2305.83333333333	2	2	96	2	45.0229344	-117.785368
"309"	"Fall"	"union"	"Union Co. Fairgrounds Pond"	10078	85	23	438.173913043478	4	5	91	3.5	45.3455884	-118.1084073
"310"	"Fall"	"union"	"Wolf Creek Reservoir"	2354	67	8	294.25	8	8	84	6	45.0572407	-118.0249023
"311"	"Fall"	"wallowa"	"Eggleson Ln."	1160	35	4	290	5	18	77	9	45.396661	-117.248381
"312"	"Fall"	"wallowa"	"Enterprise WMA"	7429	80	31	239.645161290323	6	2	92	2	45.4193591	-117.3054886
"313"	"Fall"	"wallowa"	"Joseph (town)"	5230	56	23	227.391304347826	7	5	88	4	45.3516627	-117.228241
"314"	"Fall"	"wallowa"	"Joseph Sewage Ponds (restricted access)"	7109	49	22	323.136363636364	2	9	89	3	45.3730226	-117.2189293
"315"	"Fall"	"wallowa"	"Kinney Lake"	2354	65	20	117.7	14	4	82	6	45.3140722	-117.1021342
"316"	"Fall"	"wallowa"	"Pete's Pond"	6860	52	36	190.555555555556	8	7	85	5	45.4207146	-117.2839022
"317"	"Fall"	"wallowa"	"Wallowa Lake"	20793	81	33	630.090909090909	1	1	98	1	45.3095041	-117.2080326
"318"	"Fall"	"wallowa"	"Wallowa Lake SP"	5048	74	44	114.727272727273	16	3	81	7	45.2814092	-117.2131348
"319"	"Fall"	"wallowa"	"Wallowa Lake SP--East Moraine trail"	1094	41	7	156.285714285714	11	12	77	9	45.301669	-117.192571
"320"	"Fall"	"wallowa"	"Wallowa Lake--Dam"	2656	50	23	115.478260869565	15	8	77	9	45.3343905	-117.2186728
"321"	"Fall"	"wasco"	"Celilo Park"	13410	77	54	248.333333333333	8	11	81	8	45.6506425	-120.9610949
"322"	"Fall"	"wasco"	"Clear Lake (Wasco Co.)"	5496	74	28	196.285714285714	9	12	79	10	45.1810689	-121.6965866
"323"	"Fall"	"wasco"	"Deschutes River SRA--Heritage Landing"	8509	102	63	135.063492063492	11	3	86	6	45.6308454	-120.9144974
"324"	"Fall"	"wasco"	"Lone Pine Island viewpoint (restricted access)"	39560	91	73	541.917808219178	4	4	92	3	45.606073	-121.139799
"325"	"Fall"	"wasco"	"Mayer SP"	38165	108	58	658.01724137931	1	2	97	1.5	45.682518	-121.286896
"326"	"Fall"	"wasco"	"Pine Hollow Reservoir"	5473	83	18	304.055555555556	6	7	87	5	45.2483193	-121.2897937
"327"	"Fall"	"wasco"	"Price Rd. wetlands"	3731	82	15	248.733333333333	7	8	85	7	45.24208	-121.2697506
"328"	"Fall"	"wasco"	"Seufert County Park"	8687	78	51	170.333333333333	10	10	80	9	45.6104016	-121.127218
"329"	"Fall"	"wasco"	"The Dalles Riverfront Park"	68360	129	116	589.310344827586	2	1	97	1.5	45.6000709	-121.1664104
"330"	"Fall"	"wasco"	"The Dalles Riverfront Trail--Taylor Lake to Bargeway"	4414	87	13	339.538461538462	5	6	89	4	45.633392	-121.207058
"331"	"Fall"	"washington"	"Commonwealth Lake Park"	206040	136	232	888.103448275862	22	8	70	10	45.5119108	-122.8098106
"332"	"Fall"	"washington"	"Fernhill Wetlands (general)"	2599444	177	515	5047.4640776699	2	1	97	1	45.5064875	-123.0851855
"333"	"Fall"	"washington"	"Fernhill Wetlands--Natural Treatment System (ASoP/CWS survey)"	402297	145	138	2915.19565217391	7	7	86	5	45.507174	-123.0879879
"334"	"Fall"	"washington"	"Fernhill Wetlands--area outside of NTS (ASoP/CWS survey)"	188960	133	34	5557.64705882353	1	9	90	3	45.5067529	-123.0825162
"335"	"Fall"	"washington"	"Henry Hagg Lake Park (Scoggins Valley Park)"	112833	155	91	1239.92307692308	15	3	82	6	45.473855	-123.2135582
"336"	"Fall"	"washington"	"Jackson Bottom Wetlands Preserve"	316953	155	201	1576.88059701493	10	3	87	4	45.505	-122.9889
"337"	"Fall"	"washington"	"Killin Wetlands"	71754	102	54	1328.77777777778	12	13	75	8	45.6166752	-123.162092
"338"	"Fall"	"washington"	"Koll Center Wetlands"	369173	146	283	1304.49823321555	13	5.5	81.5	7	45.4562776	-122.7911854
"339"	"Fall"	"washington"	"Tualatin River NWR"	259858	146	286	908.594405594406	21	5.5	73.5	9	45.3811203	-122.8353667
"340"	"Fall"	"washington"	"Tualatin River NWR--Atfálat'i Unit"	955872	155	267	3580.04494382022	5	3	92	2	45.3817834	-122.8312254
"341"	"Fall"	"wheeler"	"Bear Hollow County Park"	711	47	18	39.5	14	2	84	6.5	44.9357501	-120.1232243
"342"	"Fall"	"wheeler"	"Bridge Creek Rd.--farm pond (restricted access)"	426	26	2	213	1	8.5	90.5	5	44.676904	-120.270807
"343"	"Fall"	"wheeler"	"Clarno BLM Boat Ramp"	335	27	7	47.8571428571429	11	7	82	8.5	44.9161887	-120.4692091
"344"	"Fall"	"wheeler"	"Fopiano Reservoir"	1171	41	13	90.0769230769231	3	3	94	1	44.5869421	-119.9449925
"345"	"Fall"	"wheeler"	"Fossil (town)"	718	22	11	65.2727272727273	9	13	78	10	44.9980464	-120.2151403
"346"	"Fall"	"wheeler"	"Fossil Sewage Ponds"	430	32	8	53.75	10	6	84	6.5	45.0011188	-120.2275895
"347"	"Fall"	"wheeler"	"Fossil Sewage Ponds-farm pond"	1076	38	13	82.7692307692308	4	5	91	3.5	45.0088659	-120.2345227
"348"	"Fall"	"wheeler"	"John Day Fossil Beds NM--Painted Hills Picnic Area"	1033	50	15	68.8666666666667	7	1	92	2	44.6540559	-120.2517852
"349"	"Fall"	"wheeler"	"Mitchell (town)"	1180	40	16	73.75	5	4	91	3.5	44.5667051	-120.1539474
"350"	"Fall"	"wheeler"	"Spray (town)"	549	24	8	68.625	8	10	82	8.5	44.8316265	-119.793025
"351"	"Fall"	"yamhill"	"Dayton Sewage Ponds (restricted access)"	3374	35	5	674.8	4	20.5	75.5	10	45.225195	-123.069464
"352"	"Fall"	"yamhill"	"Grand Island Driving Loop"	7950	71	6	1325	2	5	93	2.5	45.1259174	-123.0373917
"353"	"Fall"	"yamhill"	"Huddleston Fish Pond"	16537	110	66	250.560606060606	15	3	82	6.5	45.0800143	-123.476364
"354"	"Fall"	"yamhill"	"Maud Williamson State Recreation Site"	5341	67	15	356.066666666667	12	6	82	6.5	45.0975185	-123.0682468
"355"	"Fall"	"yamhill"	"Newberg City Water Treatment Ponds (restricted access)"	10920	61	17	642.352941176471	5	7	88	4.5	45.2832733	-122.9564166
"356"	"Fall"	"yamhill"	"Sheridan South Side Park and Fishing Pond"	27635	116	70	394.785714285714	10	2	88	4.5	45.087649	-123.391419
"357"	"Fall"	"yamhill"	"Sheridan WTP Ponds (restricted access)"	83202	117	49	1698	1	1	98	1	45.0875812	-123.3833313
"358"	"Fall"	"yamhill"	"Wennerberg Park"	2948	53	5	589.6	6	13	81	8	45.2917566	-123.1871538
"359"	"Fall"	"yamhill"	"Willamette Greenway--Grand Island Access"	2651	58	8	331.375	13	11	76	9	45.104299	-123.021792
"360"	"Fall"	"yamhill"	"Yamhill Sewage Ponds (restricted access)"	21847	86	21	1040.33333333333	3	4	93	2.5	45.337617	-123.1891394
"361"	"Spring"	"baker"	"Baker Sewage Treatment Ponds (restricted access)"	10609	77	13	816.076923076923	1	7	92	3	44.8135987	-117.8437478
"362"	"Spring"	"baker"	"Bob's Lake"	6815	78	43	158.488372093023	6	6	88	6	44.8375823	-117.8182411
"363"	"Spring"	"baker"	"Coral Ditch"	21990	113	62	354.677419354839	2	3	95	1	44.7987496	-117.8081346
"364"	"Spring"	"baker"	"Eagle Valley Cemetery"	458	48	2	229	3	20.5	76.5	8	44.752444	-117.167758
"365"	"Spring"	"baker"	"Farewell Bend SP"	14810	136	100	148.1	7	1	92	3	44.3059155	-117.2263527
"366"	"Spring"	"baker"	"Hewitt Park"	621	60	7	88.7142857142857	14	12	74	9	44.7566797	-117.126859
"367"	"Spring"	"baker"	"Murray Reservoir"	1073	64	15	71.5333333333333	16	11	73	10	44.3513197	-118.1040359
"368"	"Spring"	"baker"	"North Powder Pond"	5748	129	40	143.7	8	2	90	5	45.013214	-117.930166
"369"	"Spring"	"baker"	"Social Security Point"	2800	96	23	121.739130434783	10	5	85	7	44.6930351	-118.0475304
"370"	"Spring"	"baker"	"Unity Lake SP--Reservoir"	4660	101	26	179.230769230769	4	4	92	3	44.5025468	-118.1909695
"371"	"Spring"	"benton"	"Marys River Mitigation Bank wetland"	172319	155	75	2297.58666666667	3	7	90	3	44.5208411	-123.3378038
"372"	"Spring"	"benton"	"Philomath Sewage Ponds (restricted access)"	971523	206	319	3045.52664576802	2	1	97	1	44.5185755	-123.3444586
"373"	"Spring"	"benton"	"Willamette Park (Benton Co.)"	267417	174	210	1273.41428571429	5	4.5	90.5	2	44.5410582	-123.2462597
"374"	"Spring"	"benton"	"Willamette Park--South Side"	91395	150	104	878.798076923077	10	9	81	5	44.5373738	-123.2487487
"375"	"Spring"	"benton"	"William L. Finley NWR"	119406	189	234	510.282051282051	19	2	79	7	44.4215209	-123.3151817
"376"	"Spring"	"benton"	"William L. Finley NWR--Bruce Rd."	60956	158	106	575.056603773585	15	6	79	7	44.3895666	-123.3003867
"377"	"Spring"	"benton"	"William L. Finley NWR--Cabell Marsh"	111053	176	211	526.317535545024	18	3	79	7	44.4152525	-123.319205
"378"	"Spring"	"benton"	"William L. Finley NWR--Cheadle Marsh"	38177	137	38	1004.65789473684	8	14	78	9	44.3954315	-123.3006334
"379"	"Spring"	"benton"	"William L. Finley NWR--McFadden Marsh"	233034	174	237	983.26582278481	9	4.5	86.5	4	44.3907013	-123.2976294
"380"	"Spring"	"benton"	"William L. Finley NWR--Scrape Pond"	187571	119	122	1537.46721311475	4	26	70	10	44.3898196	-123.3121777
"381"	"Spring"	"clackamas"	"Anderson Rd. Swale"	43106	121	54	798.259259259259	2	3.5	94.5	1	45.240578	-122.746159
"382"	"Spring"	"clackamas"	"Blount Swale overlook (restricted access)"	54493	113	61	893.327868852459	1	7	92	3	45.2639938	-122.6556319
"383"	"Spring"	"clackamas"	"Boardman Wetlands (NCPRD)"	16922	107	49	345.34693877551	11	11	78	8	45.393645	-122.612836
"384"	"Spring"	"clackamas"	"Brown's Ferry Park"	31425	133	103	305.097087378641	15	1	84	6	45.3830796	-122.7380133
"385"	"Spring"	"clackamas"	"Canby Logging Trail"	12248	102	25	489.92	8	15	77	9	45.2926411	-122.6840687
"386"	"Spring"	"clackamas"	"Canemah Bluff"	22975	120	102	225.245098039216	20	5	75	10	45.3417652	-122.6310325
"387"	"Spring"	"clackamas"	"Coffee Lake Creek Wetlands"	12064	118	36	335.111111111111	12	6	82	7	45.3261707	-122.7853317
"388"	"Spring"	"clackamas"	"Ivor Davies Park"	30398	121	74	410.783783783784	9	3.5	87.5	4	45.136353	-122.570065
"389"	"Spring"	"clackamas"	"River Island Natural Area--North Unit"	3330	108	5	666	3	10	87	5	45.377883	-122.3986139
"390"	"Spring"	"clackamas"	"River Island Natural Area--South Unit"	43877	132	67	654.880597014925	5	2	93	2	45.371773	-122.405607
"391"	"Spring"	"clatsop"	"Brownsmead area"	20711	133	38	545.026315789474	8	9	83	5.5	46.2151793	-123.5395432
"392"	"Spring"	"clatsop"	"Cannon Beach"	187888	170	323	581.696594427245	6	1	93	1	45.888186	-123.9646626
"393"	"Spring"	"clatsop"	"Cannon Beach Settling Ponds"	62149	156	280	221.960714285714	24	3.5	72.5	10	45.8972364	-123.9574099
"394"	"Spring"	"clatsop"	"Del Rey Beach"	44059	114	50	881.18	2	15	83	5.5	46.0480643	-123.9319825
"395"	"Spring"	"clatsop"	"East Sand Island"	422135	105	5	84427	1	23	76	9	46.2622559	-123.9717007
"396"	"Spring"	"clatsop"	"Ecola SP"	92772	121	173	536.254335260116	9	11	80	7	45.9183632	-123.9774513
"397"	"Spring"	"clatsop"	"Fort Stevens SP--Parking Area D"	99560	157	204	488.039215686275	11	2	87	4	46.2265811	-123.9901543
"398"	"Spring"	"clatsop"	"Haystack Rock"	584539	146	851	686.884841363102	4	6	90	3	45.8847357	-123.9683104
"399"	"Spring"	"clatsop"	"Sunset Beach Recreation Area"	29213	144	82	356.256097560976	15	8	77	8	46.1011393	-123.9375036
"400"	"Spring"	"clatsop"	"Wireless Rd."	85794	154	120	714.95	3	5	92	2	46.1602748	-123.8265181
"401"	"Spring"	"columbia"	"Crown Zellerbach Trail (east end)"	73857	150	164	450.34756097561	13	2	85	5	45.754063	-122.850469
"402"	"Spring"	"columbia"	"Dalton Lake"	10598	127	16	662.375	8	7.5	84.5	6	45.8788977	-122.8071605
"403"	"Spring"	"columbia"	"Marshland Bottoms"	10874	117	17	639.647058823529	9	10	81	9.5	46.1190902	-123.281343
"404"	"Spring"	"columbia"	"Sauvie Island (Columbia Co.)"	18634	142	31	601.096774193548	10	4	86	4	45.763691	-122.7948761
"405"	"Spring"	"columbia"	"Sauvie Island--ODFW farmland (ASOP survey)"	24788	113	30	826.266666666667	5	11	84	7	45.764761	-122.784444
"406"	"Spring"	"columbia"	"Sauvie Island--Oak Island (Columbia Co.)"	48103	149	115	418.286956521739	15	3	82	8	45.7248172	-122.8184795
"407"	"Spring"	"columbia"	"Sauvie Island--Reeder Rd. Observation Shelter"	123247	131	161	765.509316770186	7	6	87	3	45.73246	-122.7739978
"408"	"Spring"	"columbia"	"Sauvie Island--Rentenaar Rd."	340005	157	173	1965.34682080925	1	1	98	1	45.7574596	-122.776551
"409"	"Spring"	"columbia"	"Sauvie Island--The Narrows"	19283	105	20	964.15	3	16	81	9.5	45.7336245	-122.8162479
"410"	"Spring"	"columbia"	"Scappoose Bottoms"	40363	141	34	1187.14705882353	2	5	93	2	45.779824	-122.824323
"411"	"Spring"	"coos"	"Bandon Marsh NWR--Observation Deck"	60454	127	94	643.127659574468	13	7	80	8	43.130861	-124.4013423
